,name,orig-name,params,succeeded,class,path,ts_amchi
364,XC6O2-3 + OH => IC3H5COCH3 + CH3 + H2O,XC6O2-3 + OH => IC3H5COCH3 + CH3 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
365,C6H11O12-5OOH => C4H7O12-4 + CH3CHO + OH,C6H11O12-5OOH => C4H7O12-4 + CH3CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
366,IC6O13-2OOH => CH3COCH2 + C2H5CHO + OH,IC6O13-2OOH => CH3COCH2 + C2H5CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
367,C7H11D15-4OOH = CVCCOJCCCVC + OH,C7H11D15-4OOH = CVCCOJCCCVC + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
370,C7H13O15-6OOH => PC4H8CHO-4 + CH3CHO + OH,C7H13O15-6OOH => PC4H8CHO-4 + CH3CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
371,IC6O45-3OOH => IC3H7CHO + CH2CHO + OH,IC6O45-3OOH => IC3H7CHO + CH2CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
381,C3H3 + C3H3 = FULVENE,C3H3 + C3H3 = FULVENE,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
382,C5H5CH3-2 = FULVENE + H2,C5H5CH3-2 = FULVENE + H2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
383,C6H5O = CO + C5H5,C6H5O = CO + C5H5,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
385,C7H15-1 + HO2 = C7H15-1O + OH,C7H15-1 + HO2 = C7H15-1O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
386,C6H12-1 + O = CH2CHO + PC4H9,C6H12-1 + O = CH2CHO + PC4H9,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
388,C7H14O2-5 + OH => C2H5COCH2 + C3H6 + H2O,C7H14O2-5 + OH => C2H5COCH2 + C3H6 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
401,C7H13Q25-3 => C2H5CHO + C4H71-3OOH + OH,C7H13Q25-3 => C2H5CHO + C4H71-3OOH + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
404,XC6Q11A-3 => C5H9B-DOOH + CH2O + OH,XC6Q11A-3 => C5H9B-DOOH + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
407,AC5H9-C + C2H5O2 = AC5H9O-C + C2H5O,AC5H9-C + C2H5O2 = AC5H9O-C + C2H5O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
409,C7H14OOH1-4O2 = C7KET14 + OH,C7H14OOH1-4O2 = C7KET14 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
411,NEC6D3 + OH = CH3 + TC4H9CHO,NEC6D3 + OH = CH3 + TC4H9CHO,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
418,C6H4CH3 + O2 = OC6H4CH2 + OH,C6H4CH3 + O2 = OC6H4CH2 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
419,CC5H11 + CH3O2 = CC5H11O + CH3O,CC5H11 + CH3O2 = CC5H11O + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
424,IC6D3-2 + CH3O2 = IC6D3-2O + CH3O,IC6D3-2 + CH3O2 = IC6D3-2O + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
425,I3C6D1-6OOH => CC5H9-A + CH2O + OH,I3C6D1-6OOH => CC5H9-A + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
427,IC6O1-4 + OH => CH3COCH2 + C3H6 + H2O,IC6O1-4 + OH => CH3COCH2 + C3H6 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
431,IC6-3 + CH3O2 = IC6-3O + CH3O,IC6-3 + CH3O2 = IC6-3O + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
436,IC6OOH1-2O2 = IC6KET1-2 + OH,IC6OOH1-2O2 = IC6KET1-2 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
439,C6H102OOH5-6O2 = NC6D2KET56 + OH,C6H102OOH5-6O2 = NC6D2KET56 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
441,C7H13-2D4OOH => SC3H5CHO + NC3H7 + OH,C7H13-2D4OOH => SC3H5CHO + NC3H7 + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
444,I3C6O1-4 + OH => CH2CHO + C4H8-1 + H2O,I3C6O1-4 + OH => CH2CHO + C4H8-1 + H2O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
448,XC6-2 + CH3O2 = XC6-2O + CH3O,XC6-2 + CH3O2 = XC6-2O + CH3O,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
453,C7H13O12-4OOH => C3H5O + NC3H7CHO + OH,C7H13O12-4OOH => C3H5O + NC3H7CHO + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
455,XC6O2-3 + HO2 => IC3H5COCH3 + CH3 + H2O2,XC6O2-3 + HO2 => IC3H5COCH3 + CH3 + H2O2,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
461,C6H11O12-6OOH => C5H9O12-5 + CH2O + OH,C6H11O12-6OOH => C5H9O12-5 + CH2O + OH,'RxnParams(arr, ((1.0, 0.0, 0),))',False,,,
