,name,smiles,inchi
1422,I3C6O23-4OOH,OOCC1(CC)OC1C,"InChI=1S/C6H12O3/c1-3-6(4-8-7)5(2)9-6/h5,7H,3-4H2,1-2H3"
1423,I3C6O23-5OOH,OOC(C1(C)OC1C)C,"InChI=1S/C6H12O3/c1-4-6(3,8-4)5(2)9-7/h4-5,7H,1-3H3"
1424,I3C6O23-6OOH,CC1(CCOO)OC1C,"InChI=1S/C6H12O3/c1-5-6(2,9-5)3-4-8-7/h5,7H,3-4H2,1-2H3"
1425,I3C6O2-4,CCC1COC1C,"InChI=1S/C6H12O/c1-3-6-4-7-5(6)2/h5-6H,3-4H2,1-2H3"
1426,I3C6O24-1OOH,CCC1COC1COO,"InChI=1S/C6H12O3/c1-2-5-3-8-6(5)4-9-7/h5-7H,2-4H2,1H3"
1427,I3C6O24-3OOH,CCC1(OO)COC1C,"InChI=1S/C6H12O3/c1-3-6(9-7)4-8-5(6)2/h5,7H,3-4H2,1-2H3"
1428,I3C6O24-5OOH,CC(C1COC1C)OO,"InChI=1S/C6H12O3/c1-4-6(3-8-4)5(2)9-7/h4-7H,3H2,1-2H3"
1429,I3C6O24-6OOH,CC1OCC1CCOO,"InChI=1S/C6H12O3/c1-5-6(4-8-5)2-3-9-7/h5-7H,2-4H2,1H3"
1430,I3C6O2-5,CC1C(C)OC1C,"InChI=1S/C6H12O/c1-4-5(2)7-6(4)3/h4-6H,1-3H3"
1431,I3C6O25-1OOH,CC1C(COO)OC1C,"InChI=1S/C6H12O3/c1-4-5(2)9-6(4)3-8-7/h4-7H,3H2,1-2H3"
1432,I3C6O25-3OOH,OOC1(C)C(C)OC1C,"InChI=1S/C6H12O3/c1-4-6(3,9-7)5(2)8-4/h4-5,7H,1-3H3"
1433,I3C6O25-4OOH,OOCC1C(C)OC1C,"InChI=1S/C6H12O3/c1-4-6(3-8-7)5(2)9-4/h4-7H,3H2,1-2H3"
1434,I3C6O3-4,CCC1(CC)OC1,"InChI=1S/C6H12O/c1-3-6(4-2)5-7-6/h3-5H2,1-2H3"
1435,I3C6O34-1OOH,CCC1(CCOO)CO1,"InChI=1S/C6H12O3/c1-2-6(5-8-6)3-4-9-7/h7H,2-5H2,1H3"
1436,I3C6O34-2OOH,CC(C1(CC)CO1)OO,"InChI=1S/C6H12O3/c1-3-6(4-8-6)5(2)9-7/h5,7H,3-4H2,1-2H3"
1437,IC6D1,CCCC(=C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h2,4-5H2,1,3H3"
1438,IC6D1-1AOOH,CCCC(=C)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h7H,2-5H2,1H3"
1439,IC6D1-3OOH,CCC(C(=C)C)OO,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h6-7H,2,4H2,1,3H3"
1440,IC6D1-4OOH,CC(OO)CC(=C)C,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h6-7H,1,4H2,2-3H3"
1441,IC6D1-5OOH,OOCCCC(=C)C,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h7H,1,3-5H2,2H3"
1442,IC6D2,CCC=C(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h5H,4H2,1-3H3"
1443,IC6D2-1OOH,CC(=CCC)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h4,7H,3,5H2,1-2H3"
1444,IC6D2-4OOH,OOC(C=C(C)C)C,"InChI=1S/C6H12O2/c1-5(2)4-6(3)8-7/h4,6-7H,1-3H3"
1445,IC6D2-5OOH,OOCCC=C(C)C,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h4,7H,3,5H2,1-2H3"
1446,IC6D3,CC=CC(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4-6H,1-3H3"
1447,IC6D3-1OOH,CC(C=CC)COO,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3-4,6-7H,5H2,1-2H3"
1448,IC6D3-2OOH,OOC(C=CC)(C)C,"InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4-5,7H,1-3H3"
1449,IC6D3-5OOH,OOCC=CC(C)C,"InChI=1S/C6H12O2/c1-6(2)4-3-5-8-7/h3-4,6-7H,5H2,1-2H3"
1450,IC6D4,C=CCC(C)C,"InChI=1S/C6H12/c1-4-5-6(2)3/h4,6H,1,5H2,2-3H3"
1451,IC6D4-1OOH,OOCC(CC=C)C,"InChI=1S/C6H12O2/c1-3-4-6(2)5-8-7/h3,6-7H,1,4-5H2,2H3"
1452,IC6D4-2OOH,OOC(CC=C)(C)C,"InChI=1S/C6H12O2/c1-4-5-6(2,3)8-7/h4,7H,1,5H2,2-3H3"
1453,IC6D4-3OOH,OOC(C(C)C)C=C,"InChI=1S/C6H12O2/c1-4-6(8-7)5(2)3/h4-7H,1H2,2-3H3"
1454,IC6KET1-1A,CCCC(COO)C=O,"InChI=1S/C6H12O3/c1-2-3-6(4-7)5-9-8/h4,6,8H,2-3,5H2,1H3"
1455,IC6KET1-2,CC(C=O)(OO)CCC,"InChI=1S/C6H12O3/c1-3-4-6(2,5-7)9-8/h5,8H,3-4H2,1-2H3"
1456,IC6KET1-3,CCC(C(C=O)C)OO,"InChI=1S/C6H12O3/c1-3-6(9-8)5(2)4-7/h4-6,8H,3H2,1-2H3"
1457,IC6KET1-4,OOC(CC(C=O)C)C,"InChI=1S/C6H12O3/c1-5(4-7)3-6(2)9-8/h4-6,8H,3H2,1-2H3"
1458,IC6KET1-5,OOCCCC(C=O)C,"InChI=1S/C6H12O3/c1-6(5-7)3-2-4-9-8/h5-6,8H,2-4H2,1H3"
1459,IC6KET3-1,CC(C(=O)CC)COO,"InChI=1S/C6H12O3/c1-3-6(7)5(2)4-9-8/h5,8H,3-4H2,1-2H3"
1460,IC6KET3-2,CCC(=O)C(OO)(C)C,"InChI=1S/C6H12O3/c1-4-5(7)6(2,3)9-8/h8H,4H2,1-3H3"
1461,IC6KET3-4,OOC(C(=O)C(C)C)C,"InChI=1S/C6H12O3/c1-4(2)6(7)5(3)9-8/h4-5,8H,1-3H3"
1462,IC6KET3-5,OOCCC(=O)C(C)C,"InChI=1S/C6H12O3/c1-5(2)6(7)3-4-9-8/h5,8H,3-4H2,1-2H3"
1463,IC6KET4-1,OOCC(CC(=O)C)C,"InChI=1S/C6H12O3/c1-5(4-9-8)3-6(2)7/h5,8H,3-4H2,1-2H3"
1464,IC6KET4-2,OOC(CC(=O)C)(C)C,"InChI=1S/C6H12O3/c1-5(7)4-6(2,3)9-8/h8H,4H2,1-3H3"
1465,IC6KET4-3,OOC(C(=O)C)C(C)C,"InChI=1S/C6H12O3/c1-4(2)6(9-8)5(3)7/h4,6,8H,1-3H3"
1466,IC6KET4-5,OOCC(=O)CC(C)C,"InChI=1S/C6H12O3/c1-5(2)3-6(7)4-9-8/h5,8H,3-4H2,1-2H3"
1467,IC6KET5-1,OOCC(CCC=O)C,"InChI=1S/C6H12O3/c1-6(5-9-8)3-2-4-7/h4,6,8H,2-3,5H2,1H3"
1468,IC6KET5-2,OOC(CCC=O)(C)C,"InChI=1S/C6H12O3/c1-6(2,9-8)4-3-5-7/h5,8H,3-4H2,1-2H3"
1469,IC6KET5-3,OOC(C(C)C)CC=O,"InChI=1S/C6H12O3/c1-5(2)6(9-8)3-4-7/h4-6,8H,3H2,1-2H3"
1470,IC6KET5-4,OOC(CC(C)C)C=O,"InChI=1S/C6H12O3/c1-5(2)3-6(4-7)9-8/h4-6,8H,3H2,1-2H3"
1471,IC6O1-1A,CCCC1COC1,"InChI=1S/C6H12O/c1-2-3-6-4-7-5-6/h6H,2-5H2,1H3"
1472,IC6O11A-2OOH,CCCC1(OO)COC1,"InChI=1S/C6H12O3/c1-2-3-6(9-7)4-8-5-6/h7H,2-5H2,1H3"
1473,IC6O11A-3OOH,CCC(C1COC1)OO,"InChI=1S/C6H12O3/c1-2-6(9-7)5-3-8-4-5/h5-7H,2-4H2,1H3"
1474,IC6O11A-4OOH,OOC(CC1COC1)C,"InChI=1S/C6H12O3/c1-5(9-7)2-6-3-8-4-6/h5-7H,2-4H2,1H3"
1475,IC6O11A-5OOH,OOCCCC1COC1,"InChI=1S/C6H12O3/c7-9-3-1-2-6-4-8-5-6/h6-7H,1-5H2"
1476,IC6O1-2,CCCC1(C)CO1,"InChI=1S/C6H12O/c1-3-4-6(2)5-7-6/h3-5H2,1-2H3"
1477,IC6O12-1AOOH,CC1(CCC)OC1OO,"InChI=1S/C6H12O3/c1-3-4-6(2)5(8-6)9-7/h5,7H,3-4H2,1-2H3"
1478,IC6O12-3OOH,CCC(C1(C)CO1)OO,"InChI=1S/C6H12O3/c1-3-5(9-7)6(2)4-8-6/h5,7H,3-4H2,1-2H3"
1479,IC6O12-4OOH,CC(OO)CC1(C)CO1,"InChI=1S/C6H12O3/c1-5(9-7)3-6(2)4-8-6/h5,7H,3-4H2,1-2H3"
1480,IC6O12-5OOH,OOCCCC1(C)CO1,"InChI=1S/C6H12O3/c1-6(5-8-6)3-2-4-9-7/h7H,2-5H2,1H3"
1481,IC6O1-3,CCC1OCC1C,"InChI=1S/C6H12O/c1-3-6-5(2)4-7-6/h5-6H,3-4H2,1-2H3"
1482,IC6O13-1AOOH,CCC1OCC1COO,"InChI=1S/C6H12O3/c1-2-6-5(3-8-6)4-9-7/h5-7H,2-4H2,1H3"
1483,IC6O13-2OOH,CC1(COC1CC)OO,"InChI=1S/C6H12O3/c1-3-5-6(2,9-7)4-8-5/h5,7H,3-4H2,1-2H3"
1484,IC6O13-4OOH,CC(C1OCC1C)OO,"InChI=1S/C6H12O3/c1-4-3-8-6(4)5(2)9-7/h4-7H,3H2,1-2H3"
1485,IC6O13-5OOH,CC1COC1CCOO,"InChI=1S/C6H12O3/c1-5-4-8-6(5)2-3-9-7/h5-7H,2-4H2,1H3"
1486,IC6O1-4,CC1OCC(C1)C,"InChI=1S/C6H12O/c1-5-3-6(2)7-4-5/h5-6H,3-4H2,1-2H3"
1487,IC6O14-1AOOH,OOCC1COC(C1)C,"InChI=1S/C6H12O3/c1-5-2-6(3-8-5)4-9-7/h5-7H,2-4H2,1H3"
1488,IC6O14-2OOH,OOC1(C)COC(C1)C,"InChI=1S/C6H12O3/c1-5-3-6(2,9-7)4-8-5/h5,7H,3-4H2,1-2H3"
1489,IC6O14-3OOH,OOC1C(C)COC1C,"InChI=1S/C6H12O3/c1-4-3-8-5(2)6(4)9-7/h4-7H,3H2,1-2H3"
1490,IC6O14-5OOH,CC1CC(OC1)COO,"InChI=1S/C6H12O3/c1-5-2-6(4-9-7)8-3-5/h5-7H,2-4H2,1H3"
1491,IC6O1-5,CC1CCCOC1,"InChI=1S/C6H12O/c1-6-3-2-4-7-5-6/h6H,2-5H2,1H3"
1492,IC6O15-1AOOH,OOCC1CCCOC1,"InChI=1S/C6H12O3/c7-9-5-6-2-1-3-8-4-6/h6-7H,1-5H2"
1493,IC6O15-2OOH,OOC1(C)CCCOC1,"InChI=1S/C6H12O3/c1-6(9-7)3-2-4-8-5-6/h7H,2-5H2,1H3"
1494,IC6O15-3OOH,OOC1CCOCC1C,"InChI=1S/C6H12O3/c1-5-4-8-3-2-6(5)9-7/h5-7H,2-4H2,1H3"
1495,IC6O15-4OOH,CC1CC(COC1)OO,"InChI=1S/C6H12O3/c1-5-2-6(9-7)4-8-3-5/h5-7H,2-4H2,1H3"
1496,IC6O2-3,CCC1OC1(C)C,"InChI=1S/C6H12O/c1-4-5-6(2,3)7-5/h5H,4H2,1-3H3"
1497,IC6O23-1OOH,CC1(COO)OC1CC,"InChI=1S/C6H12O3/c1-3-5-6(2,9-5)4-8-7/h5,7H,3-4H2,1-2H3"
1498,IC6O23-4OOH,OOC(C1OC1(C)C)C,"InChI=1S/C6H12O3/c1-4(9-7)5-6(2,3)8-5/h4-5,7H,1-3H3"
1499,IC6O23-5OOH,OOCCC1OC1(C)C,"InChI=1S/C6H12O3/c1-6(2)5(9-6)3-4-8-7/h5,7H,3-4H2,1-2H3"
1500,IC6O2-4,CC1CC(O1)(C)C,"InChI=1S/C6H12O/c1-5-4-6(2,3)7-5/h5H,4H2,1-3H3"
1501,IC6O24-1OOH,CC1(COO)CC(O1)C,"InChI=1S/C6H12O3/c1-5-3-6(2,9-5)4-8-7/h5,7H,3-4H2,1-2H3"
1502,IC6O24-3OOH,OOC1C(C)OC1(C)C,"InChI=1S/C6H12O3/c1-4-5(9-7)6(2,3)8-4/h4-5,7H,1-3H3"
1503,IC6O24-5OOH,OOCC1CC(O1)(C)C,"InChI=1S/C6H12O3/c1-6(2)3-5(9-6)4-8-7/h5,7H,3-4H2,1-2H3"
1504,IC6O2-5,CC1(C)CCCO1,"InChI=1S/C6H12O/c1-6(2)4-3-5-7-6/h3-5H2,1-2H3"
1505,IC6O25-1OOH,OOCC1(C)CCCO1,"InChI=1S/C6H12O3/c1-6(5-9-7)3-2-4-8-6/h7H,2-5H2,1H3"
1506,IC6O25-3OOH,OOC1CCOC1(C)C,"InChI=1S/C6H12O3/c1-6(2)5(9-7)3-4-8-6/h5,7H,3-4H2,1-2H3"
1507,IC6O25-4OOH,OOC1COC(C1)(C)C,"InChI=1S/C6H12O3/c1-6(2)3-5(9-7)4-8-6/h5,7H,3-4H2,1-2H3"
1508,IC6O3-4,CC(C1OC1C)C,"InChI=1S/C6H12O/c1-4(2)6-5(3)7-6/h4-6H,1-3H3"
1509,IC6O34-1OOH,CC(C1OC1C)COO,"InChI=1S/C6H12O3/c1-4(3-8-7)6-5(2)9-6/h4-7H,3H2,1-2H3"
1510,IC6O34-2OOH,OOC(C1OC1C)(C)C,"InChI=1S/C6H12O3/c1-4-5(8-4)6(2,3)9-7/h4-5,7H,1-3H3"
1511,IC6O34-5OOH,OOCC1OC1C(C)C,"InChI=1S/C6H12O3/c1-4(2)6-5(9-6)3-8-7/h4-7H,3H2,1-2H3"
1512,IC6O3-5,CC(C1CCO1)C,"InChI=1S/C6H12O/c1-5(2)6-3-4-7-6/h5-6H,3-4H2,1-2H3"
1513,IC6O35-1OOH,CC(C1CCO1)COO,"InChI=1S/C6H12O3/c1-5(4-9-7)6-2-3-8-6/h5-7H,2-4H2,1H3"
1514,IC6O35-2OOH,OOC(C1CCO1)(C)C,"InChI=1S/C6H12O3/c1-6(2,9-7)5-3-4-8-5/h5,7H,3-4H2,1-2H3"
1515,IC6O35-4OOH,OOC1COC1C(C)C,"InChI=1S/C6H12O3/c1-4(2)6-5(9-7)3-8-6/h4-7H,3H2,1-2H3"
1516,IC6O4-5,CC(CC1OC1)C,"InChI=1S/C6H12O/c1-5(2)3-6-4-7-6/h5-6H,3-4H2,1-2H3"
1517,IC6O45-1OOH,OOCC(CC1CO1)C,"InChI=1S/C6H12O3/c1-5(3-9-7)2-6-4-8-6/h5-7H,2-4H2,1H3"
1518,IC6O45-2OOH,OOC(CC1OC1)(C)C,"InChI=1S/C6H12O3/c1-6(2,9-7)3-5-4-8-5/h5,7H,3-4H2,1-2H3"
1519,IC6O45-3OOH,OOC(C1OC1)C(C)C,"InChI=1S/C6H12O3/c1-4(2)6(9-7)5-3-8-5/h4-7H,3H2,1-2H3"
1520,NC5H11CHO,CCCCCC=O,"InChI=1S/C6H12O/c1-2-3-4-5-6-7/h6H,2-5H2,1H3"
1521,NEC6D3,C=CC(C)(C)C,"InChI=1S/C6H12/c1-5-6(2,3)4/h5H,1H2,2-4H3"
1522,NEC6D3-1OOH,OOCC(C=C)(C)C,"InChI=1S/C6H12O2/c1-4-6(2,3)5-8-7/h4,7H,1,5H2,2-3H3"
1523,NEC6KET1-1A,CC(C=O)(CC)COO,"InChI=1S/C6H12O3/c1-3-6(2,4-7)5-9-8/h4,8H,3,5H2,1-2H3"
1524,NEC6KET1-3,OOC(C(C=O)(C)C)C,"InChI=1S/C6H12O3/c1-5(9-8)6(2,3)4-7/h4-5,8H,1-3H3"
1525,NEC6KET1-4,OOCCC(C=O)(C)C,"InChI=1S/C6H12O3/c1-6(2,5-7)3-4-9-8/h5,8H,3-4H2,1-2H3"
1526,NEC6KET3-1,OOCC(C(=O)C)(C)C,"InChI=1S/C6H12O3/c1-5(7)6(2,3)4-9-8/h8H,4H2,1-3H3"
1527,NEC6KET3-4,OOCC(=O)C(C)(C)C,"InChI=1S/C6H12O3/c1-6(2,3)5(7)4-9-8/h8H,4H2,1-3H3"
1528,NEC6KET4-1,OOCC(CC=O)(C)C,"InChI=1S/C6H12O3/c1-6(2,3-4-7)5-9-8/h4,8H,3,5H2,1-2H3"
1529,NEC6KET4-3,OOC(C(C)(C)C)C=O,"InChI=1S/C6H12O3/c1-6(2,3)5(4-7)9-8/h4-5,8H,1-3H3"
1530,NEC6O1-1A,CCC1(C)COC1,"InChI=1S/C6H12O/c1-3-6(2)4-7-5-6/h3-5H2,1-2H3"
1531,NEC6O11A-1BOOH,CCC1(COO)COC1,"InChI=1S/C6H12O3/c1-2-6(5-9-7)3-8-4-6/h7H,2-5H2,1H3"
1532,NEC6O11A-3OOH,OOC(C1(C)COC1)C,"InChI=1S/C6H12O3/c1-5(9-7)6(2)3-8-4-6/h5,7H,3-4H2,1-2H3"
1533,NEC6O11A-4OOH,OOCCC1(C)COC1,"InChI=1S/C6H12O3/c1-6(2-3-9-7)4-8-5-6/h7H,2-5H2,1H3"
1534,NEC6O1-3,CC1OCC1(C)C,"InChI=1S/C6H12O/c1-5-6(2,3)4-7-5/h5H,4H2,1-3H3"
1535,NEC6O13-1AOOH,CC1(COO)COC1C,"InChI=1S/C6H12O3/c1-5-6(2,3-8-5)4-9-7/h5,7H,3-4H2,1-2H3"
1536,NEC6O13-4OOH,OOCC1OCC1(C)C,"InChI=1S/C6H12O3/c1-6(2)4-8-5(6)3-9-7/h5,7H,3-4H2,1-2H3"
1537,NEC6O1-4,CC1(C)COCC1,"InChI=1S/C6H12O/c1-6(2)3-4-7-5-6/h3-5H2,1-2H3"
1538,NEC6O14-1AOOH,OOCC1(C)COCC1,"InChI=1S/C6H12O3/c1-6(5-9-7)2-3-8-4-6/h7H,2-5H2,1H3"
1539,NEC6O14-3OOH,OOC1COCC1(C)C,"InChI=1S/C6H12O3/c1-6(2)4-8-3-5(6)9-7/h5,7H,3-4H2,1-2H3"
1540,NEC6O3-4,CC(C1OC1)(C)C,"InChI=1S/C6H12O/c1-6(2,3)5-4-7-5/h5H,4H2,1-3H3"
1541,NEC6O34-1OOH,OOCC(C1OC1)(C)C,"InChI=1S/C6H12O3/c1-6(2,4-9-7)5-3-8-5/h5,7H,3-4H2,1-2H3"
1542,XC6D1,CC(=C)C(C)C,"InChI=1S/C6H12/c1-5(2)6(3)4/h6H,1H2,2-4H3"
1543,XC6D1-1AOOH,OOCC(=C)C(C)C,"InChI=1S/C6H12O2/c1-5(2)6(3)4-8-7/h5,7H,3-4H2,1-2H3"
1544,XC6D1-3OOH,OOC(C(=C)C)(C)C,"InChI=1S/C6H12O2/c1-5(2)6(3,4)8-7/h7H,1H2,2-4H3"
1545,XC6D1-4OOH,CC(C(=C)C)COO,"InChI=1S/C6H12O2/c1-5(2)6(3)4-8-7/h6-7H,1,4H2,2-3H3"
1546,XC6D2,CC(=C(C)C)C,InChI=1S/C6H12/c1-5(2)6(3)4/h1-4H3
1547,XC6D2-1OOH,OOCC(=C(C)C)C,"InChI=1S/C6H12O2/c1-5(2)6(3)4-8-7/h7H,4H2,1-3H3"
1548,XC6KET1-1A,OOCC(C(C)C)C=O,"InChI=1S/C6H12O3/c1-5(2)6(3-7)4-9-8/h3,5-6,8H,4H2,1-2H3"
1549,XC6KET1-2,OOC(C(C)C)(C=O)C,"InChI=1S/C6H12O3/c1-5(2)6(3,4-7)9-8/h4-5,8H,1-3H3"
1550,XC6KET1-3,O=CC(C(OO)(C)C)C,"InChI=1S/C6H12O3/c1-5(4-7)6(2,3)9-8/h4-5,8H,1-3H3"
1551,XC6KET1-4,CC(C(C=O)C)COO,"InChI=1S/C6H12O3/c1-5(3-7)6(2)4-9-8/h3,5-6,8H,4H2,1-2H3"
1552,XC6O1-1A,CC(C1COC1)C,"InChI=1S/C6H12O/c1-5(2)6-3-7-4-6/h5-6H,3-4H2,1-2H3"
1553,XC6O11A-2OOH,OOC1(COC1)C(C)C,"InChI=1S/C6H12O3/c1-5(2)6(9-7)3-8-4-6/h5,7H,3-4H2,1-2H3"
1554,XC6O11A-3OOH,OOC(C1COC1)(C)C,"InChI=1S/C6H12O3/c1-6(2,9-7)5-3-8-4-5/h5,7H,3-4H2,1-2H3"
1555,XC6O11A-4OOH,OOCC(C1COC1)C,"InChI=1S/C6H12O3/c1-5(2-9-7)6-3-8-4-6/h5-7H,2-4H2,1H3"
1556,XC6O1-2,CC(C1(C)CO1)C,"InChI=1S/C6H12O/c1-5(2)6(3)4-7-6/h5H,4H2,1-3H3"
1557,XC6O12-1AOOH,OOCC1(OC1)C(C)C,"InChI=1S/C6H12O3/c1-5(2)6(3-8-6)4-9-7/h5,7H,3-4H2,1-2H3"
1558,XC6O12-3OOH,OOC(C1(C)OC1)(C)C,"InChI=1S/C6H12O3/c1-5(2,9-7)6(3)4-8-6/h7H,4H2,1-3H3"
1559,XC6O12-4OOH,CC(C1(C)CO1)COO,"InChI=1S/C6H12O3/c1-5(3-9-7)6(2)4-8-6/h5,7H,3-4H2,1-2H3"
1560,XC6O1-3,CC1COC1(C)C,"InChI=1S/C6H12O/c1-5-4-7-6(5,2)3/h5H,4H2,1-3H3"
1561,XC6O13-1AOOH,OOCC1COC1(C)C,"InChI=1S/C6H12O3/c1-6(2)5(3-8-6)4-9-7/h5,7H,3-4H2,1-2H3"
1562,XC6O13-2OOH,OOC1(C)COC1(C)C,"InChI=1S/C6H12O3/c1-5(2)6(3,9-7)4-8-5/h7H,4H2,1-3H3"
1563,XC6O13-4OOH,CC1(COO)OCC1C,"InChI=1S/C6H12O3/c1-5-3-8-6(5,2)4-9-7/h5,7H,3-4H2,1-2H3"
1564,XC6O1-4,CC1COCC1C,"InChI=1S/C6H12O/c1-5-3-7-4-6(5)2/h5-6H,3-4H2,1-2H3"
1565,XC6O14-1AOOH,CC1COCC1COO,"InChI=1S/C6H12O3/c1-5-2-8-3-6(5)4-9-7/h5-7H,2-4H2,1H3"
1566,XC6O14-2OOH,CC1(COCC1C)OO,"InChI=1S/C6H12O3/c1-5-3-8-4-6(5,2)9-7/h5,7H,3-4H2,1-2H3"
1567,XC6O2-3,CC1(C)OC1(C)C,"InChI=1S/C6H12O/c1-5(2)6(3,4)7-5/h1-4H3"
1568,XC6O23-1OOH,OOCC1(C)OC1(C)C,"InChI=1S/C6H12O3/c1-5(2)6(3,9-5)4-8-7/h7H,4H2,1-3H3"
1569,C6H11Q12-3,CCC[CH]C(COO)OO,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h4,6-8H,2-3,5H2,1H3"
1570,C6H11Q12-4,CC[CH]CC(COO)OO,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h3,6-8H,2,4-5H2,1H3"
1571,C6H11Q12-5,C[CH]CCC(COO)OO,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h2,6-8H,3-5H2,1H3"
1572,C6H11Q12-6,[CH2]CCCC(COO)OO,"InChI=1S/C6H13O4/c1-2-3-4-6(10-8)5-9-7/h6-8H,1-5H2"
1573,C6H11Q13-2,CCCC([CH]COO)OO,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h4,6-8H,2-3,5H2,1H3"
1574,C6H11Q13-4,CC[CH]C(CCOO)OO,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h3,6-8H,2,4-5H2,1H3"
1575,C6H11Q13-5,C[CH]CC(CCOO)OO,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h2,6-8H,3-5H2,1H3"
1576,C6H11Q13-6,[CH2]CCC(CCOO)OO,"InChI=1S/C6H13O4/c1-2-3-6(10-8)4-5-9-7/h6-8H,1-5H2"
1577,C6H11Q14-2,OOC[CH]CC(OO)CC,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h3,6-8H,2,4-5H2,1H3"
1578,C6H11Q14-3,OOCC[CH]C(OO)CC,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h4,6-8H,2-3,5H2,1H3"
1579,C6H11Q14-5,OOCCCC(OO)[CH]C,"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h2,6-8H,3-5H2,1H3"
1580,C6H11Q14-6,OOCCCC(OO)C[CH2],"InChI=1S/C6H13O4/c1-2-6(10-8)4-3-5-9-7/h6-8H,1-5H2"
1581,C6H11Q15-2,OOC[CH]CCC(OO)C,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h3,6-8H,2,4-5H2,1H3"
1582,C6H11Q15-3,OOCC[CH]CC(OO)C,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h2,6-8H,3-5H2,1H3"
1583,C6H11Q15-4,OOCCC[CH]C(OO)C,"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h4,6-8H,2-3,5H2,1H3"
1584,C6H11Q15-6,OOCCCCC(OO)[CH2],"InChI=1S/C6H13O4/c1-6(10-8)4-2-3-5-9-7/h6-8H,1-5H2"
1585,C6H11Q23-1,[CH2]C(C(OO)CCC)OO,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,2-4H2,1H3"
1586,C6H11Q23-4,CC(C(OO)[CH]CC)OO,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h4-8H,3H2,1-2H3"
1587,C6H11Q23-5,CC(C(OO)C[CH]C)OO,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h3,5-8H,4H2,1-2H3"
1588,C6H11Q23-6,CC(C(OO)CC[CH2])OO,"InChI=1S/C6H13O4/c1-3-4-6(10-8)5(2)9-7/h5-8H,1,3-4H2,2H3"
1589,C6H11Q24-1,OOC(CC(OO)CC)[CH2],"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,2-4H2,1H3"
1590,C6H11Q24-3,OOC([CH]C(OO)CC)C,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h4-8H,3H2,1-2H3"
1591,C6H11Q24-5,OOC(CC(OO)[CH]C)C,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h3,5-8H,4H2,1-2H3"
1592,C6H11Q24-6,OOC(CC(OO)C[CH2])C,"InChI=1S/C6H13O4/c1-3-6(10-8)4-5(2)9-7/h5-8H,1,3-4H2,2H3"
1593,C6H11Q25-1,OOC(CCC(OO)C)[CH2],"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h5-8H,1,3-4H2,2H3"
1594,C6H11Q25-3,OOC([CH]CC(OO)C)C,"InChI=1S/C6H13O4/c1-5(9-7)3-4-6(2)10-8/h3,5-8H,4H2,1-2H3"
1595,C6H11Q34-1,CCC(C(OO)C[CH2])OO,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h5-8H,1,3-4H2,2H3"
1596,C6H11Q34-2,C[CH]C(C(OO)CC)OO,"InChI=1S/C6H13O4/c1-3-5(9-7)6(4-2)10-8/h3,5-8H,4H2,1-2H3"
1597,C6H12OH-1J2,CCCC[CH]CO,"InChI=1S/C6H13O/c1-2-3-4-5-6-7/h5,7H,2-4,6H2,1H3"
1598,C6H12OH-1O2-2,CCCCC(O[O])CO,"InChI=1S/C6H13O3/c1-2-3-4-6(5-7)9-8/h6-7H,2-5H2,1H3"
